# word	AvgPosScore	AvgNegScore
condemnable	0.0	0.875
frowsy	0.0	0.5
voteless	0.0	0.375
technetium	0.0	0.125
sensitised	0.0	0.25
flinch	0.0625	0.375
maggoty	0.0	0.625
hope	0.25	0.160714285714
exchanged	0.125	0.25
insight	0.208333333333	0.0833333333333
morbific	0.375	0.125
intellectually	0.25	0.0
fabled	0.0	0.625
dyscalculia	0.125	0.0
nisi	0.0	0.625
hemorrhoid	0.0	0.5
luminosity	0.5	0.25
undergrad	0.0	0.125
disapprobation	0.5	0.5
streamlined	0.25	0.125
incurably	0.0	0.25
anomie	0.625	0.0
anomia	0.0	0.5
anomic	0.5	0.0
catastrophic	0.0	0.75
heartburn	0.0	0.625
incurable	0.291666666667	0.166666666667
antinomy	0.25	0.0
partisan	0.125	0.0
injustice	0.125	0.0
derogatory	0.0	0.75
faceless	0.0	0.5
grasp	0.25	0.0
wingless	0.125	0.125
advisability	0.625	0.25
ennui	0.125	0.5
tantrum	0.0	0.5
unflinching	0.25	0.375
drub	0.125	0.0
orthodontist	0.25	0.25
crafter	0.5	0.0
adjusted	0.1875	0.1875
virtuosity	0.5	0.0
sarafem	0.0	0.25
authorised	0.0625	0.3125
cd	0.0	0.25
alikeness	0.125	0.25
typify	0.25	0.0
stabile	0.0	0.625
ataxia	0.0	0.625
profitableness	0.6875	0.0625
ataxic	0.125	0.375
cv	0.0	0.25
uncorrected	0.0	0.6875
equipt	0.25	0.0
ignitable	0.625	0.0
dazzling	0.4375	0.0625
freestone	0.125	0.5
grumpily	0.0	0.25
ballast	0.125	0.0
behmen	0.375	0.0
psychotherapist	0.0	0.625
derivative	0.0625	0.1875
toothless	0.1875	0.3125
grinning	0.125	0.0
expiration	0.0	0.25
lasek	0.0	0.25
pettifogger	0.0	0.75
estimable	1.0	0.0
ripe	0.40625	0.0
lush	0.125	0.375
surprisingly	0.125	0.0
chapeau	0.0	0.25
lust	0.541666666667	0.0
shivaree	0.5	0.0
academism	0.0	0.125
waspish	0.0	0.5
romance	0.35	0.05
carsick	0.0	0.5
soundness	0.333333333333	0.0
inlaid	0.0	0.125
balm	0.125	0.125
balk	0.25	0.375
innermost	0.375	0.0
bald	0.0	0.375
onerous	0.125	0.375
phd	0.25	0.0
discommode	0.0	0.875
robotic	0.0	0.125
dust	0.0	0.375
contribution	0.125	0.0
concordance	0.0625	0.0625
trudge	0.0	0.5
colour	0.25	0.1
sweetmeat	0.625	0.0
command	0.1875	0.0
poisonously	0.25	0.0
snake	0.0	0.25
glut	0.125	0.375
glum	0.125	0.625
interchangeability	0.5	0.125
afflicted	0.3125	0.5
generous	0.1875	0.3125
omnidirectional	0.0	0.125
fluctuating	0.0	0.25
magnify	0.625	0.0
complicity	0.25	0.25
taunt	0.125	0.25
famously	0.375	0.0
lightless	0.25	0.0
pointillism	0.0	0.125
groveller	0.625	0.0
unnoted	0.125	0.5
crisp	0.25	0.03125
onion	0.0	0.125
roughneck	0.0	0.875
bigotry	0.125	0.375
sparsity	0.0	0.375
stagger	0.075	0.3
crowfoot	0.0	0.125
holocene	0.25	0.0
inconstant	0.375	0.25
foreseeable	0.25	0.0
newsworthy	0.25	0.0
mitigated	0.25	0.375
peaty	0.375	0.0
ballot	0.125	0.0
transport	0.1875	0.0625
forgiver	0.0	0.125
unbend	0.1875	0.125
disbelief	0.375	0.0
avoid	0.0	0.25
raging	0.208333333333	0.5
gummed	0.0	0.25
lightheartedness	0.375	0.625
stagy	0.125	0.375
downmarket	0.0	0.375
leakproof	0.0	0.5
stage	0.25	0.0
fauvism	0.125	0.0
sister	0.125	0.125
dilaudid	0.0	0.625
idolize	0.5	0.5
gainer	0.125	0.0
seedy	0.0416666666667	0.541666666667
tristram	0.25	0.0
diabolical	0.125	0.8125
recognise	0.3125	0.0
commitment	0.5	0.0
disaffected	0.0	0.625
likeliness	0.25	0.0
boisterously	0.25	0.0
frolicky	0.125	0.0
restfully	0.25	0.0
disapproval	0.0416666666667	0.291666666667
overrefined	0.75	0.125
expectantly	0.25	0.0
naturally	0.125	0.25
funnel	0.125	0.0
averageness	0.5	0.375
cosmopolitan	0.0	0.25
senility	0.1875	0.25
delivery	0.0625	0.125
illustrative	0.25	0.0
count	0.15625	0.03125
behemoth	0.125	0.0
official	0.25	0.0
smooth	0.296875	0.171875
reinforcement	0.125	0.0
comeupance	0.778	0.222
freewheel	0.125	0.0
unguaranteed	0.0	0.375
bearing	0.5	0.0
recognize	0.3	0.0
altitudinous	0.5	0.0
denote	0.125	0.0
anaerobic	0.0	0.3125
backfield	0.0	0.125
letch	0.375	0.0
blackguardly	0.125	0.375
variety	0.4375	0.25
factoid	0.125	0.125
gallantly	0.25	0.0
quartz	0.25	0.0
oppression	0.25	0.375
baffling	0.0	0.5
unswerving	0.25	0.125
idiopathic	0.5	0.125
fundamentally	0.5	0.0
bilobed	0.25	0.0
frightfully	0.25	0.0
forthrightly	0.125	0.25
gruffly	0.5	0.0
radiantly	0.25	0.0
depravation	0.75	0.125
tryout	0.25	0.0
buoy	0.125	0.0
buff	0.0625	0.125
unflavored	0.0	0.125
brashly	0.25	0.0
psychopathic	0.0	0.625
euphemistic	0.0	0.625
physiological	0.25	0.125
inhospitality	0.125	0.375
postmortem	0.0	0.125
manis	0.0	0.125
blistering	0.0625	0.3125
blanket	0.375	0.0
distort	0.125	0.125
manic	0.0	0.625
disobedient	0.0	0.625
incitive	0.25	0.0
extraverted	0.125	0.125
slather	0.0	0.125
bewildered	0.0	0.5
ministerially	0.125	0.0
uninviting	0.4375	0.125
fogy	0.0	0.125
relentlessly	0.25	0.0
impenetrability	0.375	0.1875
burke	0.0	0.625
diverting	0.5	0.0
blebby	0.0	0.375
established	0.5	0.0
heroically	0.25	0.0
above	0.0625	0.0625
pursuit	0.125	0.0
textured	0.125	0.0
moroseness	0.0	0.8125
noncompliant	0.0	0.125
celebration	0.25	0.125
loverly	0.5	0.0
rigorously	0.25	0.0
smoky	0.0	0.375
mutagen	0.0	0.25
smoke	0.0625	0.1875
secure	0.25	0.166666666667
uncivil	0.875	0.0
modulated	0.625	0.0
cogency	0.3125	0.0625
linearly	0.125	0.0
choosey	0.25	0.75
pothead	0.0	0.125
naprapathy	0.375	0.0
crocodilian	0.0	0.25
atypically	0.25	0.0
vegetate	0.25	0.166666666667
escapism	0.0	0.375
traceable	0.5	0.0
capaciousness	0.0	0.25
emeritus	0.25	0.0
unfailing	0.1875	0.375
grovel	0.125	0.125
spendthrift	0.0	0.125
ascetic	0.5	0.25
untactful	0.375	0.5
quiver	0.125	0.1875
jest	0.46875	0.0
serpent	0.0416666666667	0.166666666667
unreadable	0.375	0.0
chrestomathy	0.0	0.375
nonfictional	0.0	0.125
unreadably	0.25	0.0
imperfect	0.125	0.75
indifferent	0.214555555556	0.466
rareness	0.0	0.375
aerated	0.0	0.125
snobbishly	0.25	0.0
debauchery	0.125	0.0
morbid	0.0416666666667	0.541666666667
ordinary	0.375	0.3125
unwarily	0.0	0.375
fudge	0.0	0.375
doable	0.25	0.0
growl	0.0	0.25
theatricality	0.125	0.5
overdressed	0.125	0.25
underprice	0.0	0.5
greet	0.125	0.0416666666667
green	0.125	0.4375
sensitizing	0.0	0.5
atrocity	0.0625	0.625
greed	0.0	0.375
unweaned	0.0	0.25
hardhearted	0.1875	0.75
claimant	0.375	0.0
consent	0.25	0.0
greyness	0.0	0.125
prudery	0.125	0.625
semipermeable	0.0	0.125
sinusitis	0.0	0.625
unanalyzed	0.125	0.625
somewhere	0.0	0.625
supplicant	0.125	0.0
implausibility	0.375	0.5
precipitate	0.0	0.5
then	0.375	0.0
affected	0.1875	0.25
remission	0.125	0.125
fragment	0.125	0.0
amenable	0.1875	0.28125
animalize	0.0	0.75
moneyed	0.0	0.1875
parasitically	0.5	0.0
waxlike	0.25	0.125
paraesthesia	0.0	0.625
regrow	0.0	0.125
nonessential	0.1875	0.5
downshift	0.0	0.25
surpassingly	0.125	0.0
hostel	0.125	0.0
burnham	0.125	0.0
forte	0.1875	0.0
amethyst	0.0	0.125
opportune	0.375	0.0
moneylender	0.125	0.0
lawless	0.0	0.375
mutilate	0.0	0.375
insubstantially	0.0	0.125
staggers	0.0	0.25
unfulfilled	0.0	0.5
recovering	0.5	0.25
incombustible	0.5	0.0
incorporated	0.0	0.5
lengthily	0.375	0.0
chopped	0.125	0.0
truthfulness	0.5	0.25
crooning	0.0	0.375
adventitious	0.125	0.25
obstructor	0.0	0.125
plentiful	0.125	0.0833333333333
palpitation	0.0625	0.125
airs	0.0	0.375
airy	0.15625	0.28125
damaging	0.0	0.75
totter	0.0	0.5
pharyngitis	0.0	0.5
ludicrously	0.125	0.0
unabashedly	0.375	0.0
tithe	0.375	0.0
unreactive	0.0	0.625
glorified	0.125	0.125
untimeliness	0.1875	0.25
splendidly	0.4375	0.0
meagre	0.0	0.625
devious	0.5	0.375
solely	0.25	0.25
bundle	0.125	0.0
mitigatory	0.0	0.625
bronchitis	0.0	0.625
manner	0.4375	0.0625
vigorous	0.5	0.0
scissure	0.125	0.0
conducive	0.25	0.25
rationalisation	0.0625	0.3125
prohibitive	0.25	0.375
cumulatively	0.125	0.0
nutritive	0.25	0.0
depressing	0.125	0.625
whap	0.0	0.25
dermatosis	0.0	0.375
antidepressant	0.0	0.125
deacon	0.0	0.125
unsophisticated	0.208333333333	0.333333333333
sun	0.125	0.0
notion	0.125	0.0
fussy	0.125	0.25
unadjustable	0.0	0.25
subtly	0.125	0.0
fungicidal	0.625	0.0
eminent	0.375	0.125
serenely	0.5	0.0
subtle	0.25	0.4375
uninflected	0.0416666666667	0.125
resemblance	0.0	0.5
guidance	0.125	0.0
silkily	0.125	0.0
jauntiness	0.375	0.125
unctuousness	0.5	0.25
do	0.0625	0.25
dm	0.0	0.625
scalable	0.5	0.0
frowning	0.375	0.5
unworthily	0.125	0.0
ds	0.125	0.0
infrequent	0.0	0.625
dictatorially	0.125	0.0
slanguage	0.25	0.375
labile	0.0	0.125
unassigned	0.0	0.25
stoical	0.0	0.75
unfrozen	0.0	0.125
cheerleader	0.125	0.0
misdirect	0.0	0.625
lemonade	0.0	0.125
unmake	0.5	0.125
sliminess	0.25	0.4375
misname	0.0	0.375
ruffle	0.125	0.15625
jocose	0.875	0.0
gentleman	0.125	0.0
unparallel	0.0	0.875
vulgarly	0.25	0.0
tainted	0.0	0.5
teaching	0.25	0.0
props	0.875	0.0
accord	0.1875	0.1875
theresa	0.0	0.25
penurious	0.0	0.75
laboriousness	0.25	0.375
cot	0.25	0.0625
cow	0.0	0.375
coy	0.458333333333	0.0416666666667
illogicality	0.25	0.75
contemptibility	0.5	0.25
cod	0.0416666666667	0.125
gobbledygook	0.0	0.125
devaluation	0.125	0.0
unverifiable	0.375	0.375
coo	0.0	0.125
con	0.0	0.125
eyesight	0.0	0.125
stillborn	0.125	0.375
polynomial	0.0	0.125
petty	0.125	0.375
charisma	0.125	0.0
flexible	0.25	0.0416666666667
dozens	0.0	0.25
placable	0.625	0.0
proclivity	0.125	0.0
beastly	0.166666666667	0.375
atabrine	0.0	0.125
coherent	0.5	0.0
surreptitious	0.4375	0.125
abrupt	0.28125	0.28125
piquant	0.541666666667	0.166666666667
vernal	0.625	0.25
pepperiness	0.0	0.125
penetrable	0.625	0.0
articulateness	0.25	0.25
twinning	0.125	0.0
juiciness	0.0	0.125
confirmed	0.125	0.1875
patent	0.4375	0.0
convalescent	0.25	0.1875
corrigible	0.5	0.0
indictment	0.125	0.0
unharmed	0.0	0.125
raid	0.208333333333	0.208333333333
bifocal	0.125	0.0
rail	0.0	0.25
evil	0.25	0.479166666667
hypnagogic	0.0	0.25
elucidative	0.125	0.0
blamed	0.375	0.375
kept	0.0	0.5
taint	0.125	0.25
copernican	0.625	0.0
campy	0.25	0.5
thm	0.0	0.125
etiological	0.125	0.0
snigger	0.125	0.0
kinship	0.5	0.0
inadvisability	0.125	0.625
undiscerning	0.25	0.25
repose	0.1875	0.21875
elasmobranch	0.0	0.375
waffler	0.375	0.0
convivial	0.75	0.0
hilly	0.0	0.125
passive	0.3125	0.125
spread	0.208333333333	0.0416666666667
transformed	0.125	0.0
zillion	0.0	0.125
unctuously	0.25	0.0
arab	0.125	0.0
tarzan	0.125	0.0
mocker	0.0	0.375
contrariness	0.0	0.5
disadvantage	0.0	0.625
skanky	0.25	0.75
insurgent	0.0	0.5
grizzly	0.5	0.0
lapsed	0.0	0.625
grizzle	0.0	0.375
security	0.21875	0.125
starvation	0.125	0.0
antique	0.0416666666667	0.125
tatterdemalion	0.0	0.541666666667
materialistically	0.25	0.0
critique	0.5	0.0
separateness	0.25	0.1875
archetype	0.625	0.0
purple	0.208333333333	0.0833333333333
phenomenal	0.375	0.0
rhymester	0.0	0.5
corking	0.875	0.0
minimization	0.0	0.375
graduated	0.125	0.0
cardiomyopathy	0.0	0.125
impenetrable	0.25	0.375
anima	0.0	0.125
overpopulate	0.25	0.0
dotty	0.25	0.25
dilemma	0.0	0.25
complexness	0.5	0.25
litotes	0.0	0.375
carpal	0.0	0.125
delighted	0.25	0.5
balancer	0.0	0.625
uninterestingness	0.125	0.5
viewless	0.0	0.625
formidable	0.75	0.0
balanced	0.125	0.0
lewd	0.375	0.625
undiscovered	0.0625	0.3125
unpretentiously	0.375	0.0
causative	0.125	0.0
fight	0.0833333333333	0.125
accordingly	0.5	0.25
sagging	0.0	0.5
vitality	0.416666666667	0.0
veiled	0.375	0.0
hurrah	0.0	0.125
generosity	0.5	0.0
lorgnette	0.125	0.0
sprog	0.125	0.0
moll	0.25	0.0
mold	0.125	0.0
physical	0.25	0.3125
exigency	0.125	0.625
weakened	0.0	0.4375
dingdong	0.25	0.0
immersion	0.25	0.25
interested	0.3125	0.0625
unwilling	0.0	0.75
guiltless	0.625	0.25
oiliness	0.25	0.1875
polite	0.458333333333	0.0
mightily	0.25	0.0
polity	0.25	0.0
mallophaga	0.0	0.625
hypersensitized	0.0	0.25
jiggle	0.0	0.25
flag	0.25	0.0833333333333
together	0.375	0.0
reception	0.375	0.0625
crystallise	0.5	0.0
indecently	0.0	0.25
global	0.0625	0.1875
wakeful	0.25	0.125
lactating	0.0	0.125
unlikeness	0.0	0.5
zone	0.125	0.1875
honoring	0.125	0.0
godless	0.0	0.625
flash	0.15625	0.1875
rightmost	0.25	0.125
permanently	0.25	0.0
atrophied	0.0	0.125
feebly	0.1875	0.0
protective	0.166666666667	0.125
orthogonal	0.125	0.375
stinting	0.0	0.25
liability	0.1875	0.125
anonymous	0.0625	0.5
forgiving	0.3125	0.0
blast	0.09375	0.203125
feeble	0.15625	0.4375
altering	0.0	0.125
fragile	0.125	0.5
decipherable	0.5	0.0
pauperism	0.0	0.375
distasteful	0.125	0.75
revolution	0.125	0.0
encomiastic	0.125	0.0
repetitive	0.0	0.25
unprovoking	0.375	0.25
appetency	0.25	0.5
niggardly	0.375	0.125
purposefulness	0.75	0.0
pratfall	0.1875	0.5
acrimonious	0.5	0.25
continence	0.25	0.0
infelicity	0.0	0.375
unheralded	0.0	0.5
chuff	0.0	0.25
defensibility	0.25	0.75
ingratiatory	0.25	0.0
satisfy	0.333333333333	0.0
supporting	0.625	0.0
tumultuousness	0.0	0.125
improvable	0.0	0.25
chicane	0.0	0.25
disillusion	0.4375	0.125
shaft	0.0	0.125
rubbery	0.0625	0.4375
lugubriousness	0.0	0.875
change	0.125	0.0625
undiagnosable	0.25	0.625
odiousness	0.125	0.75
trial	0.0625	0.125
triad	0.125	0.0
retired	0.0	0.625
retiree	0.125	0.0
disgruntlement	0.125	0.625
illumination	0.125	0.0625
rarely	0.0	0.125
undividable	0.0	0.5
subvert	0.0625	0.5
super	0.21875	0.125
live	0.333333333333	0.0
unadorned	0.25	0.625
selfsame	0.5	0.125
marginally	0.25	0.125
credulity	0.375	0.0
misconception	0.25	0.625
jab	0.125	0.0625
falteringly	0.0	0.125
labeled	0.25	0.125
lubricant	0.5	0.0
petrifying	0.0	0.25
spy	0.125	0.0
dedicated	0.125	0.0
diacritic	0.625	0.0
heavyheartedness	0.125	0.75
supremacy	0.125	0.0
skydiving	0.125	0.0
purity	0.375	0.125
spa	0.3125	0.0
slackly	0.25	0.0
distinguishable	0.5625	0.125
unlovable	0.375	0.625
productive	0.625	0.0
allowably	0.375	0.0
malevolence	0.0	0.875
antagonism	0.1875	0.25
nihilism	0.375	0.0
malevolency	0.0	0.875
nihilist	0.125	0.0
allowable	0.375	0.375
terrestrial	0.25	0.0
ductile	0.5	0.0
penetrative	0.1875	0.125
unoriginally	0.125	0.0
neighbourliness	0.5	0.0
brazen	0.5625	0.0625
listlessness	0.3125	0.125
flourish	0.125	0.0
compatibility	0.25	0.25
remember	0.21875	0.0
nationalistic	0.375	0.0
explicit	0.375	0.0
offend	0.0833333333333	0.458333333333
lordliness	0.4375	0.1875
tagged	0.25	0.125
hotly	0.125	0.0
colt	0.375	0.0
myope	0.0	0.125
affectingly	0.375	0.0
comfortableness	0.25	0.3125
tagger	0.375	0.25
cold	0.102272727273	0.397727272727
cole	0.0	0.4375
audibility	0.5	0.125
ethic	0.5	0.0
wiseness	0.5	0.0
assiduity	0.375	0.0
acknowledge	0.25	0.0
midazolam	0.0	0.125
immortality	0.25	0.375
suffocate	0.09375	0.25
trilby	0.0	0.25
ideogram	0.0	0.125
halt	0.0	0.5
lightheadedness	0.0	0.5625
solubility	0.375	0.125
flint	0.5	0.375
half	0.0	0.375
sweetener	0.125	0.0
jaggy	0.0625	0.0625
servant	0.0	0.375
streaky	0.375	0.25
phonic	0.0	0.125
ceremonially	0.1875	0.0
outrageously	0.0	0.375
entirely	0.375	0.125
wonk	0.0	0.5
poetically	0.25	0.0
deceptiveness	0.125	0.75
ed	0.0	0.5
goosy	0.25	0.375
goose	0.0625	0.1875
avidity	0.25	0.25
er	0.125	0.0
opened	0.0	0.75
unsupportable	0.0	0.625
nonrational	0.1875	0.1875
hastily	0.125	0.0
achlorhydria	0.0	0.625
hallucinate	0.0	0.125
showy	0.3125	0.09375
copout	0.125	0.375
viable	0.4375	0.0
insular	0.1875	0.0625
blabby	0.0	0.375
trickily	0.25	0.0
inevitable	0.0	0.375
waxy	0.3125	0.09375
homily	0.5	0.0
discontentment	0.125	0.0
saintlike	0.625	0.0
domed	0.25	0.0
sprawling	0.0	0.125
impossibly	0.0	0.125
impossible	0.25	0.28125
size	0.0833333333333	0.166666666667
sheer	0.208333333333	0.375
silent	0.208333333333	0.333333333333
categorical	0.0	0.5
bloodguilt	0.0	0.125
callous	0.0416666666667	0.208333333333
incorporeality	0.0	0.625
groggy	0.0	0.5
friend	0.1875	0.0
unconsumed	0.125	0.125
expanse	0.375	0.0
bondable	0.375	0.0
returnable	0.0	0.375
disassociation	0.0	0.25
peck	0.125	0.375
rugged	0.0625	0.4375
optimise	0.125	0.0
optimism	0.3125	0.0625
fruity	0.0	0.3125
sublime	0.53125	0.03125
physiotherapist	0.0	0.75
angel	0.125	0.0
correction	0.125	0.208333333333
grotty	0.0	0.875
anger	0.125	0.46875
insatiable	0.125	0.625
sterilized	0.0	0.25
veteran	0.5	0.0
objective	0.3125	0.25
impairment	0.0	0.46875
swishy	0.125	0.0
balderdash	0.375	0.0
flawlessly	0.375	0.0
sunset	0.125	0.0625
preciosity	0.75	0.0
conservatively	0.125	0.0
foaming	0.0	0.5
boggle	0.125	0.25
gnat	0.125	0.0
gnaw	0.0	0.125
proportion	0.125	0.0625
texture	0.3125	0.125
developed	0.375	0.0
androgyny	0.625	0.0
repetitively	0.25	0.0
kike	0.0	0.5
subfusc	0.125	0.25
immodesty	0.0	0.1875
reversionist	0.25	0.375
appreciatively	0.25	0.0
seldom	0.0	0.125
emboldened	0.375	0.0
raunchy	0.166666666667	0.5
breeched	0.0	0.125
irradiation	0.0	0.625
staged	0.0	0.125
unmarried	0.0	0.75
whitewash	0.0	0.375
famine	0.1875	0.3125
pliantness	0.5	0.125
disquietingly	0.375	0.0
unvarying	0.25	0.0833333333333
nonstandard	0.0833333333333	0.791666666667
concern	0.275	0.2
firestone	0.0	0.125
ahimsa	0.125	0.0
stagey	0.125	0.375
justified	0.125	0.0
airily	0.25	0.0
punishingly	0.125	0.0
lineament	0.125	0.0
briskly	0.375	0.0
indefiniteness	0.625	0.375
inutile	0.0	0.5
discursively	0.125	0.0
talented	0.5	0.0
excrescent	0.125	0.0
comer	0.125	0.0
adroit	0.25	0.0
unitary	0.375	0.0625
dispatch	0.0625	0.3125
unaffectionate	0.5	0.25
dyslexia	0.375	0.0
dyslexic	0.0	0.375
lumpish	0.25	0.0
relatedness	0.25	0.0
punished	0.0	0.5
selachian	0.0	0.375
sacrilegiously	0.25	0.0
configurational	0.375	0.125
exhaustion	0.25	0.125
superfine	0.375	0.25
kingcup	0.0	0.125
eremitical	0.375	0.25
sedition	0.0	0.25
resoundingly	0.25	0.0
grundyism	0.125	0.625
sophistry	0.375	0.375
editorial	0.125	0.0
soil	0.0	0.4375
bias	0.09375	0.34375
embrace	0.291666666667	0.0
galore	0.0625	0.125
bestial	0.125	0.5
adversely	0.25	0.0
reappearance	0.125	0.0
fatalist	0.5	0.125
indebtedness	0.125	0.0
document	0.125	0.0
pedantic	0.5	0.0
finish	0.25	0.0416666666667
edifying	0.625	0.0
tradition	0.125	0.0
mentally	0.125	0.0
deferentially	0.375	0.0
prevenient	0.375	0.125
edema	0.0	0.625
generally	0.0	0.375
civilized	0.625	0.0
touch	0.125	0.125
revaluation	0.125	0.0
legitimately	0.125	0.0
daydreaming	0.0	0.25
treatment	0.1875	0.25
mournful	0.0	0.75
momentum	0.25	0.125
real	0.2	0.175
hover	0.0	0.25
frown	0.0	0.5625
preliterate	0.125	0.25
read	0.25	0.0
capstone	0.375	0.0
detoxify	0.125	0.0
usefully	0.25	0.0
leapfrog	0.0	0.125
quickness	0.375	0.0
sissified	0.5	0.375
politely	0.125	0.0
execution	0.0	0.375
lady	0.125	0.0
mudslide	0.0	0.25
burdock	0.125	0.0
unbowed	0.125	0.625
harmonical	0.375	0.25
disputant	0.5	0.0
downward	0.0	0.125
mediaeval	0.0	0.125
abjection	0.0	0.125
servile	0.5	0.0
changeling	0.0	0.125
peremptorily	0.125	0.0
hepatitis	0.0	0.625
conservative	0.15	0.225
dejection	0.0	0.25
uncivilized	0.25	0.0
diet	0.125	0.0416666666667
hectic	0.375	0.375
willies	0.125	0.5
ontology	0.25	0.0
desiccated	0.5625	0.125
fondness	0.625	0.1875
unopposed	0.0	0.75
pastness	0.125	0.625
hiatus	0.0	0.125
trepidation	0.25	0.5
chop	0.1875	0.0
fell	0.0	0.625
greatly	0.125	0.0
lovesome	0.625	0.0
deranged	0.0	0.5
daringly	0.1875	0.0
disinfectant	0.5	0.0
perspicuity	0.25	0.0
renovate	0.208333333333	0.0
inattentiveness	0.125	0.625
heated	0.25	0.125
hyperglycemia	0.25	0.375
constrictive	0.375	0.25
wellspring	0.0	0.125
optative	0.0	0.375
hejira	0.25	0.0
quartette	0.125	0.0
reagin	0.0	0.25
bromide	0.0625	0.1875
immaculate	0.333333333333	0.291666666667
irreversibly	0.25	0.0
curiously	0.5	0.0
trying	0.0	0.5625
irreversible	0.0	0.5
apology	0.0	0.6875
condemnatory	0.0	0.75
determent	0.0	0.25
controversialist	0.5	0.0
asexuality	0.0	0.5
tessellated	0.0	0.125
bawler	0.0	0.125
wormwood	0.0	0.375
exoteric	0.25	0.0
moved	0.0	0.5
atonal	0.0	0.375
nerd	0.0	0.5
judicially	0.125	0.0
antidiabetic	0.125	0.25
apocalyptical	0.0	0.125
completeness	0.125	0.0625
bumpkin	0.125	0.75
credibility	0.375	0.375
selfishly	0.25	0.0
marvellously	0.5	0.125
productively	0.125	0.0
nymphomaniacal	0.125	0.375
polar	0.416666666667	0.416666666667
mutability	0.625	0.125
desolation	0.0	0.625
overreach	0.375	0.25
whimsicality	0.375	0.0
flattened	0.375	0.0
scallywag	0.0625	0.25
coverage	0.0	0.25
laudatory	0.5	0.25
doubter	0.125	0.0
forswear	0.0	0.625
mourner	0.0	0.125
hateful	0.229	0.7085
doddle	0.125	0.125
gaucherie	0.125	0.5
pedantry	0.125	0.375
chaffer	0.25	0.0
reverend	0.4375	0.0
discard	0.0	0.375
lucifer	0.125	0.375
solicit	0.1875	0.0
very	0.375	0.09375
indubitable	0.375	0.0
minded	0.1875	0.0625
candida	0.0	0.125
robed	0.125	0.25
randomness	0.0	0.375
effluvium	0.0	0.5
curdle	0.0	0.875
guileless	0.5	0.25
sedation	0.125	0.0
disingenuousness	0.25	0.625
blackout	0.0	0.25
viscerally	0.375	0.0
unkemptness	0.0	0.375
canonical	0.125	0.125
conscience	0.208333333333	0.333333333333
unrealised	0.0	0.5
disorienting	0.0	0.5
monotone	0.0	0.3125
repugnant	0.0	0.75
hidebound	0.25	0.125
rudimentary	0.0	0.75
donatello	0.125	0.0
ecologic	0.0	0.375
vindictiveness	0.375	0.25
strong	0.267857142857	0.196428571429
colored	0.0	0.5
ahead	0.25	0.0
ribonuclease	0.0	0.25
thaumaturgist	0.0	0.125
innovativeness	0.25	0.125
permutation	0.5	0.0
heartbroken	0.0	0.875
primness	0.25	0.4375
monotony	0.125	0.5
hogg	0.125	0.0
impiety	0.375	0.25
slavish	0.0	0.75
unpleasantness	0.25	0.375
drippy	0.125	0.0
cleanness	0.0625	0.6875
injure	0.0	0.583333333333
abloom	0.125	0.0
appendicitis	0.0	0.625
doubtlessly	0.5	0.0
injury	0.0	0.6875
erode	0.0	0.125
tapeworm	0.25	0.0
broke	0.0	0.375
wholeheartedness	0.375	0.5
hurry	0.0	0.1875
immoderately	0.1875	0.0625
thematically	0.125	0.0
meanderingly	0.25	0.0
spontaneous	0.125	0.3125
bankhead	0.0	0.125
pusher	0.0	0.125
revelry	0.25	0.375
exclude	0.0	0.125
demoralisation	0.125	0.208333333333
unearthly	0.1875	0.375
controversially	0.125	0.0
curmudgeonly	0.0	0.625
mononucleosis	0.0	0.75
unashamed	0.25	0.25
idiocy	0.25	0.375
uncomfortableness	0.125	0.3125
gasp	0.0	0.125
inconceivable	0.5	0.375
unarticulated	0.0	0.5625
fo	0.25	0.0
morphine	0.25	0.0
renewing	0.5	0.125
genuflect	0.125	0.0
healthfulness	0.875	0.0
stuffiness	0.291666666667	0.291666666667
quelled	0.0	0.375
torturous	0.25	0.75
auburn	0.0	0.125
shakedown	0.125	0.0
insipidly	0.125	0.0
eudemonic	0.375	0.5
staunch	0.5	0.0
botched	0.0	0.75
fruitful	0.5	0.0
faithlessness	0.125	0.25
astonish	0.0	0.25
paracelsus	0.0	0.25
finer	0.75	0.0
fool	0.3	0.025
food	0.0	0.125
prenatal	0.0	0.125
sweeping	0.375	0.125
desperately	0.0625	0.125
overenthusiastic	0.5	0.0
fully	0.375	0.0
capability	0.458333333333	0.0416666666667
albinism	0.0	0.625
pamper	0.375	0.5
wacky	0.0	0.375
bickering	0.0	0.25
irreconcilable	0.0	0.5
unselfconsciousness	0.5	0.25
vertigo	0.0	0.375
presumptuous	0.0	0.5
desexualize	0.0	0.25
sunstruck	0.0	0.25
ass	0.25	0.25
pun	0.0	0.25
inert	0.166666666667	0.291666666667
recollective	0.375	0.5
dirt	0.0	0.28125
dung	0.0	0.125
heroin	0.0	0.125
dire	0.0	0.5625
put	0.125	0.0
bask	0.25	0.125
bash	0.25	0.125
gentlewoman	0.125	0.0
unvoluntary	0.0	0.75
angularity	0.1875	0.0
caption	0.25	0.0
specular	0.625	0.0
lucubration	0.0	0.5
avariciously	0.125	0.0
blasphemously	0.25	0.0
probability	0.375	0.375
unfeigned	0.375	0.0
lucullan	0.375	0.5
antiquity	0.125	0.125
elder	0.375	0.0
clonus	0.0	0.5
operose	0.125	0.5
obedience	0.25	0.0
obtainable	0.625	0.0
unhoped	0.375	0.25
